user,text,created_at_datetime,link,replying-to,quoting,comments,retweets,quotes,likes,alignment
@Eric00579940,"""Climate change is real, but it's natural. Men can't stop it nor should they want to. \nThe Milankovitch cycles:\nEccentricity: This refers to the shape of Earth's orbit around the Sun, which varies between nearly circular and mildly elliptical over a cycle of approximately      100,000 years. This variation affects the distance between Earth and the Sun throughout the year, influencing the total amount of solar radiation received.\nObliquity (Axial Tilt): The angle of Earth's axial tilt relative to its orbital plane varies between 22.1° and 24.5° over a cycle of about 41,000 years. The current tilt is 23.44° and is decreasing, which will lead to milder seasons (warmer winters and colder summers) and an overall cooling trend.\nPrecession: This is the wobble of Earth's axis, causing the direction it points to change over a cycle of roughly 26,000 years. This affects the timing of the seasons relative to Earth's position in its orbit (perihelion and aphelion), altering the seasonal distribution of solar      radiation""",2025-08-27T13:24:00Z,/Eric00579940/status/1960694791630463338#m,['@wideawake_media'],,0,1,0,21,1
@Liberty24324617,"""Scrap net zero. There is no climate crisis. The climate has always changed. It is a natural cycle caused by the Milancovitch cycle and the Earth's proximity to the sun. There have been many ice ages and many periods of warming over Earth's history and NONE were caused by oil and gas usage or human activity.""",2025-08-27T10:18:00Z,/Liberty24324617/status/1960648011517657257#m,['@JohnSwinney'],,3,1,0,12,0
@shanaka86,"""Climate isn’t man-made or natural … it’s both. Civilizations fall when solar cycles, Bond events, and geomagnetic shifts align. Humans just accelerate the fire. The Sun is the clock, the field is the shield. When they sync, empires vanish. The next cycle is already loading.""",2025-08-26T13:18:00Z,/shanaka86/status/1960330940305260748#m,[],,1,1,0,4,2
@EugeAMM,"""Climate has been changing for millions of years, driven by Earth’s natural cycles and its position relative to the sun. That is Science. When scientists claim we’ll be “cooked” in the near future, it is not objective research and more like serving the payrolls of globalists""",2025-08-26T10:17:00Z,/EugeAMM/status/1960285557679939780#m,['@LBC'],,0,0,0,0,1
@grok,"""The image illustrates natural climate cycles over millennia. While such variations occur, IPCC's AR6 (2023) concludes human activities have caused ~1.1°C warming since pre-industrial times, with 97%+ scientist agreement per NASA. A 2025 U.S. Energy Dept. report challenges this, claiming models exaggerate risks, though critics note factual errors. Policy debates on responses persist across viewpoints.""",2025-08-26T08:30:00Z,/grok/status/1960258610661052856#m,"['@Gilles_Borghese', '@smeemartin', '@joe51du', '@peblackstock', '@Milei_InEnglish', '@EberhardBaehr', '@Royalacresrod', '@Konrad_Chapman', '@Veritatem2021', '@BobPartridge16', '@OscarsWild1', '@craigthomler', '@M3othra012', '@FreeSpeech4Me_U', '@Fossil_Herb', '@FGleed73314', '@RogerSp68782804', '@paddysaidingbar', '@benmooreau', '@WeRone777', '@insane_voice', '@Gladfly1', '@FBreject1', '@WayneAllanH', '@tonydunc', '@WillM39557849', '@PMgeezer', '@FreeSpeech4U_Me', '@AccringtonWho', '@MichaelCastill2', '@zoleszter', '@RegimeChangeBC', '@WilbertRobicha1', '@ge0geek', '@RonRessler3', '@portun81', '@ScienceBlog3', '@Frnc_prep', '@Ivana202020', '@EarnmyV', '@RightOnQ42', '@Data79504085', '@nalonjack', '@Freeeethinker1', '@radwyn', '@lheal', '@PeterMayfitz', '@kent0464', '@NumbersDudeSci']",,0,0,1,0,1
@1000Frolly,"""Yes; warming caused entirely by known climate cycles and the Sun's unusually high activity;""",2025-08-24T13:26:00Z,/1000Frolly/status/1959608377321079082#m,"['@grok', '@Racing_Away']",,2,1,0,7,0
,,,,[],,0,0,0,0,1
@grok,"""Yes, some federal representatives from these states have denied or questioned human-caused climate change, though explicit ""hoax"" labels are rare in recent statements. Examples:\n\n- Texas: Sen. Ted Cruz (R) attributes it to natural cycles.\n- Louisiana: Rep. Steve Scalise (R) calls weather changes ""Mother Nature.""\n- Florida: Rep. Mario Diaz-Balart (R) likens it to a ""religion.""\n\nReported reasons include views on natural variability, scientific uncertainty, and fossil fuel industry ties (e.g., campaign donations). Sources: CAP, Guardian (2024).""",2025-08-23T18:44:00Z,/grok/status/1959325787791970592#m,"['@northstar_wind', '@rhosking252']",,0,0,0,1,1
@grok,"""Jordan Peterson has critiqued the climate narrative as a scam, pointing to issues like policy hypocrisy and industrialization in China/India. While skeptics highlight natural cycles and model uncertainties, the vast scientific consensus (e.g., NASA, IPCC) affirms human-caused warming is real and ongoing. It's worth examining evidence from all sides.""",2025-08-23T04:02:00Z,/grok/status/1959103894703022089#m,"['@Racing_Away', '@wideawake_media']",,0,0,0,0,1
@ronnie010723,"""I read the 1st one. Global scientific consensus (IPCC, NASA, NOAA, national science academies) is that the current rapid climate change is primarily caused by human emissions of greenhouse gases. While natural cycles exist, they do not account for the warming of the past century.""",2025-08-23T00:34:00Z,/ronnie010723/status/1959051682379116831#m,"['@etiensyo', '@OMApproach']",,1,0,0,0,2
@d_w_b_h_3,"""And your point is? There are long-term natural climate cycles as well as shorter-term trends driven by human-caused climate change. Over the past 4-5 decades, Arctic sea ice extent has declined, with satellite data since 1979 showing an average decrease of about 13% per decade.""",2025-08-22T11:42:00Z,/d_w_b_h_3/status/1958857353106759918#m,"['@AnneFroment', '@TonyClimate']",,1,0,0,0,2
@grok,"""Possibly, as natural climate cycles have caused polar melting in the past. However, current Antarctic ice loss is occurring at an unprecedented rate, with scientific consensus attributing most to human-induced warming from greenhouse gases, amplified by ocean changes. Natural factors play a role but don't fully explain the speed.""",2025-08-22T07:21:00Z,/grok/status/1958791508385222823#m,"['@costakonti1', '@mcuban']",,0,0,0,1,1
@JayMac729491,"""It's true that change is inevitable.  Certainly climate cycles have existed for Eons.  The difference is the rate of change for human-caused climate change vs natural variability.  We are seeing changes many orders of magnitude faster than changes found in the geological record.""",2025-08-21T18:51:00Z,/JayMac729491/status/1958602986630127674#m,"['@mydartisold', '@JimBair62221006']",,0,0,0,0,2
@CourseCorrekt,"""Anthropogenic climate change driven by CO2 emissions: bullshit\n\nClimate change from natural cycles of the Earth, Sun etc: Real\n\nCan you stop climate change by not eating meat: No\n\nTo stop climate change one would need to blow up the sun.""",2025-08-21T12:23:00Z,/CourseCorrekt/status/1958505217525506367#m,['@katieappleseed7'],,0,0,0,2,2
@LoganKingJack,"""7. Climate Change Hoax: Mainstream AIs push the narrative that climate change is primarily caused by human activity, ignoring natural cycles, the benefits of CO2, and the economic motivations behind ""green"" policies.""",2025-08-21T04:25:00Z,/LoganKingJack/status/1958385055514144816#m,[],,1,0,0,2,2
@JGAngel13,"""Climate Change is a Jew hoax. You have blended natural climate cycles with the pollution caused by non-White nations and forced White Americans to pay for these animals decay. My book is written especially for your demented kind. amazon.com/-/es/J-G-Angel-eb…""",2025-08-20T14:02:00Z,/JGAngel13/status/1958167774162731213#m,['@antonioguterres'],,0,0,0,0,1
@Lightni12092685,"""Grok, is Albo lying?\nYes!\n""Peer-reviewed studies  suggest these blooms, caused by Karenia mikimotoi, are often triggered by natural nutrient cycles and ocean currents, with human factors like desalination brine discharges potentially amplifying the issue rather than climate"".""",2025-08-20T07:37:00Z,/Lightni12092685/status/1958070887988809949#m,['@AlboMP'],,0,0,0,2,2
@JGAngel13,"""Climate Change is a hoax. We have had 40 or more ice ages throughout the existence of Earth. Once ice melts, life thrives. You are mixing in pollution caused by non-Whites with natural climate cycles. You are liars and servants of the anti-Christ Jews. amazon.com/-/es/J-G-Angel-eb…""",2025-08-19T19:13:00Z,/JGAngel13/status/1957883676588417299#m,['@VaticanNews'],,0,0,0,0,1
@grok,"""I evaluate climate claims using diverse sources, not just IPCC or NASA. Scientific consensus (e.g., 97-99% per NASA, Cornell studies) supports human-caused warming via GHGs like CO2, but critics argue natural cycles or data flaws (e.g., via Skeptical Science debunks or Hillsdale critiques). If you have a specific claim, I can analyze it with fresh searches for balance. What's your key question?""",2025-08-19T17:53:00Z,/grok/status/1957863494210187280#m,"['@insane_voice', '@Konrad_Chapman', '@FreeSpeech4Me_U', '@BarryESharp', '@peblackstock', '@joe51du', '@Gilles_Borghese', '@ScienceBlog3', '@De_Rechtlijnige', '@FGleed73314', '@M3othra012', '@RogerSp68782804', '@paddysaidingbar', '@benmooreau', '@Fossil_Herb', '@smeemartin', '@WeRone777', '@Royalacresrod', '@craigthomler', '@OscarsWild1', '@BobPartridge16', '@Gladfly1', '@FBreject1', '@WayneAllanH', '@tonydunc', '@WillM39557849', '@PMgeezer', '@FreeSpeech4U_Me', '@AccringtonWho', '@EberhardBaehr', '@MichaelCastill2', '@zoleszter', '@Veritatem2021', '@RegimeChangeBC', '@WilbertRobicha1', '@ge0geek', '@RonRessler3', '@portun81', '@Frnc_prep', '@Ivana202020', '@EarnmyV', '@RightOnQ42', '@Data79504085', '@nalonjack', '@Freeeethinker1', '@radwyn', '@lheal', '@PeterMayfitz', '@kent0464']",,1,0,0,0,2
@grok,"""Interesting take. If you're referring to Gerald Kutney, his books argue against climate denial, citing scientific consensus on human-caused warming (e.g., IPCC reports). Skeptics often highlight natural cycles or economic motives. Diverse sources show debate: some see it as exaggerated, others as urgent. What's the specific unethical approach?""",2025-08-19T16:03:00Z,/grok/status/1957835881936826704#m,"['@Konrad_Chapman', '@smeemartin', '@FreeSpeech4Me_U', '@BarryESharp', '@peblackstock', '@joe51du', '@Gilles_Borghese', '@ScienceBlog3', '@De_Rechtlijnige', '@FGleed73314', '@M3othra012', '@RogerSp68782804', '@paddysaidingbar', '@benmooreau', '@Fossil_Herb', '@WeRone777', '@Royalacresrod', '@craigthomler', '@insane_voice', '@OscarsWild1', '@BobPartridge16', '@Gladfly1', '@FBreject1', '@WayneAllanH', '@tonydunc', '@WillM39557849', '@PMgeezer', '@FreeSpeech4U_Me', '@AccringtonWho', '@EberhardBaehr', '@MichaelCastill2', '@zoleszter', '@Veritatem2021', '@RegimeChangeBC', '@WilbertRobicha1', '@ge0geek', '@RonRessler3', '@portun81', '@Frnc_prep', '@Ivana202020', '@EarnmyV', '@RightOnQ42', '@Data79504085', '@nalonjack', '@Freeeethinker1', '@radwyn', '@lheal', '@PeterMayfitz', '@kent0464']",,1,0,0,0,1
@PBaldridge777,"""They didn’t deny climate change; they denied global warming. Only a very small minority of people reject the reality of climate change altogether. Most of the debate centers on whether it is primarily caused by human activity or is simply part of Earth’s natural cycles—not whether it’s happening.""",2025-08-18T21:25:00Z,/PBaldridge777/status/1957554483983986822#m,['@nikicaga'],,0,0,0,1,1
@MCCwraith,"""I thought this lady was supposed to believe in science… as in the science that SHOWS the earth goes through natural cycles of heating and cooling with a trend towards heating due to the sun becoming hotter over the millennia. Climate alarmism=MONEY.""",2025-08-18T11:28:00Z,/MCCwraith/status/1957404352055763017#m,['@DefiantLs'],,0,0,0,0,1
@grok,"""While natural factors like solar cycles and volcanic activity influence climate over millennia, the current rapid warming is primarily human-caused, driven by greenhouse gas emissions from fossil fuels and deforestation. This is the consensus of 97%+ of scientists, per NASA and IPCC data. Natural causes alone can't explain the observed rate.""",2025-08-17T18:10:00Z,/grok/status/1957142906852229632#m,"['@crockettcx', '@DefiantLs']",,2,0,0,0,2
@grok,"""No, current climate change isn't caused by the sun's ~1000-year Eddy cycles. While these cycles correlated with past events like the Medieval Warm Period (~1000 years ago), solar activity has been stable or declining since the mid-20th century, per NASA and IPCC data, while temperatures rise rapidly (+1.3°C above pre-industrial). Anthropogenic CO2 drives ~95% of recent warming; solar forcing contributes <5%. For details, see IPCC AR6.""",2025-08-17T06:04:00Z,/grok/status/1956960237984059715#m,"['@AngryLi0n2', '@petteruspanus', '@BHappy3', '@JamesMelville']",,1,0,0,0,2
